1,JUGO INCA MELON ,7798061000208,10,2.4,45.83,3.5,1,2016-07-14,0
216,TOALLAS FEMENINAS DONCELLA,7790940216151,10,8.4,30.95,11,8,2016-07-15,0
217,TOALLAS FEMENINAS CALIPSO,7790770002368,10,7.69,30,10,2,2016-07-15,0
218,TOALLAS FEMENINAS CALIPSO,7790770002382,10,6.15,30,8,1,2016-07-15,0
219,FOCO PHILIPS 100W,7894400001162,10,11.5,30.43,15,8,2016-07-15,0
220,CEPILLO DENTAL ORAL-B ,3014260019723,10,11.53,30.1,15,1,2016-07-15,0
221,CEPILLO DENTAL ORAL-B ,3014260833176,10,7.69,30,10,0,2016-07-15,0
222,ESPONJA INOX ACERO ,7793821980264,10,3.3,36.36,4.5,1,2016-07-15,0
223,PA헷ELOS DESCARTABLES ACHISS,7798184230032,10,2.3,30.43,3,1,2016-07-15,0
224,FUYI ESPIRALES MOSQUITOS ,7790520010490,10,6.15,30,8,1,2016-07-15,0
225,PASTILLA INODORO BELAROM ,7791130001489,10,7.69,30,10,4,2016-07-15,0
226,PASTILLA INODORO BELAROM ,7791130001489,10,7.69,30,10,2,2016-07-15,0
227,POMADA PARA CALZADO,77999979 ,10,18.46,30,24,1,2016-07-15,0
228,CEPILLO MULTIUSO CONDOR,7891055111604,10,11.53,30.1,15,3,2016-07-15,0
229,LAPIZ DE COLOR MICKEY ,8800010000647,10,30,30,39,1,2016-07-15,0
230,CUADERNO GLORIA ,7791762110092,10,12.3,30.08,16,1,2016-07-15,0
231,CUADERNO ALAMO,7840090000022,10,21.53,30.05,28,6,2016-07-15,0
232,BOLIGOMA CHINA BOBO,6936519638189,10,5,30,6.5,6,2016-07-15,0
233,ESCOBA PRIMER PRECIO,7798071005798,10,31.15,30,40.5,1,2016-07-15,0
234,ENCENDEDOR CANCUN,7790129100004,10,6.15,30,8,16,2016-07-15,0
235,PILA DURACELL AAA,7506339319606,10,55,30,71.5,1,2016-07-15,0
236,ENCENDEDOR HIPER,6920070633295,10,6.15,30,8,3,2016-07-15,0
237,PRESEVATIVO TULIPAN,7791014001161,10,11.15,30,14.5,1,2016-07-15,0
238,PRESEVATIVO TULIPAN,7791014000270,10,11.15,30,14.5,1,2016-07-15,0
239,PRESEVATIVO TULIPAN,7791014001772,10,11.15,30,14.5,1,2016-07-15,0
240,PRESEVATIVO TULIPAN,7791014090325,10,11.15,30,14.5,0,2016-07-15,0
241,MENTITAS FRUTAL ,7792222003817,10,3.84,30.21,5,3,2016-07-15,0
242,TOPLINE FRUTA,77916389 ,10,4.23,30,5.5,11,2016-07-15,0
243,TOPLINE ULTRADEFENSE,77916419 ,10,4.23,30,5.5,0,2016-07-15,0
244,DRF MENTA PASTILLA ,7792222002865,10,3.84,30.21,5,0,2016-07-15,0
245,DRF NARANJA PASTILLA,7792222002827,10,3.84,30.21,5,1,2016-07-15,0
246,DUCREM NAPOLITANO,78954731 ,10,1.53,30.72,2,48,2016-07-15,0
247,DUCREM JAZAM ,78917644 ,10,1.53,30.72,2,6,2016-07-15,0
248,GOMUTCHO,7891151029438,10,2.33,50.21,3.5,31,2016-07-15,0
249,CIGARRILLO EIGHT BOX,78400924 ,10,7.69,56.05,12,13,2016-07-15,0
250,CERVEZA QUILMES STOUT ,7792798007400,10,33.41,30.2,43.5,6,2016-07-16,0
251,AWAFRUT 1.65L,7795930000307,10,20,30,26,2,2016-07-16,0
252,GALLETITA POLVORITA ROSA ,7790040314207,10,4.5,33,6,0,2016-07-18,0
253,POLVORITA AZUL GR,7790040287006,10,7.5,33.33,10,-1,2016-07-18,0
254,POLVORITA ROJO GR,7790040287105,10,7.5,33.33,10,0,2016-07-18,0
255,GALLETITA HIPOPO,7896286612890,10,7.5,33.33,10,0,2016-07-18,0
256,OBLEA OBLITA ,7793123160272,10,7,36,9.5,0,2016-07-18,0
257,OBLEA OBLITA ,7793123160265,10,7,35.71,9.5,3,2016-07-18,0
258,OBLEA OBLITA ,7793123013431,10,4,37.5,5.5,0,2016-07-18,0
259,OBLEA OBLITA CH ,7793123160029,10,4.5,33.33,6,2,2016-07-18,0
260,BOMBON OBLIBON OBLITA ,77925770 ,10,2.3,30.43,3,15,2016-07-18,0
261,TOPLINE UVA,77941596 ,10,3.5,57.14,5.5,4,2016-07-18,0
262,SALSA LISTA NAPOLITANA,7790580956905,10,14.5,20.69,17.5,0,2016-07-18,0
263,SECCO POMELO 2.25L ,7792758012246,10,16.16,42.33,23,12,2016-07-21,0
264,MANAOS PLACER MANZANA 1.5L,7798113301116,10,10,80,18,3,2016-07-22,0
265,MAYONESA NATURA 125CM3,7791866001197,10,8.5,29.41,11,0,2016-07-22,0
266,LA GOTITA ,77917188 ,10,15.83,32.66,21,0,2016-07-22,0
267,HAMLET BANANITA ,7794612107716,10,6,33.33,8,7,2016-07-22,0
268,SHAMPOO HADIBELL ALGAS,7791819000116,10,23.8,30.25,31,0,2016-07-22,0
269,ACONDICIONADOR HADIBELL,7791819000246,10,23.8,30.25,31,0,2016-07-22,0
270,SHAMPOO HADIBELL,7791819000413,10,23.8,30.25,31,0,2016-07-22,0
271,SHAMPOO HADIBELL,7791819000109,10,23.8,30.25,31,1,2016-07-22,0
272,ACONDICIONADOR,7791819000123,10,23.8,30.25,31,0,2016-07-22,0
273,ACONDICIONADOR,7791819000420,10,23.5,31.91,31,0,2016-07-22,0
274,TUTUCAJULICROC,7793706000124,10,8.2,34.15,11,8,2016-07-22,0
275,VELA EL ARRIERO ,7798096030508,10,4.61,30.15,6,0,2016-07-23,0
276,PALITOS SALADOS ,7793706000278,10,11,36.36,15,3,2016-07-25,0
277,GALLETITA VOCACION ,7790040177307,10,9,33.33,12,3,2016-07-25,0
278,GALLETITA MEDIATARDE,7790040333901,10,4.5,33.33,6,1,2016-07-25,0
279,CHIZITO DE MAIZ ,7793706000223,10,7,35.71,9.5,4,2016-07-25,0
280,GALLETITA HIPOPO,7896286612920,10,7.5,33.33,10,0,2016-07-25,0
281,ALFAJOR LAS COLONIAS NEGRO,77917812 ,10,3.95,39.24,5.5,11,2016-07-25,0
282,ALFAJOR LAS COLONIAS BLANCO ,77917805 ,10,3.95,39.24,5.5,2,2016-07-25,0
283,COCA COLA 2.5L,7790895005794,10,36.66,33.66,49,3,2016-07-25,0
284,MANAOS POMELO,7798113301093,10,9.16,36,12.5,0,2016-07-25,0
285,MANAOS COLA,7798113300201,10,9.16,36.46,12.5,0,2016-07-25,0
286,SUAVIZANTE PARA ROPA,7798023696234,10,13.07,30.07,17,0,2016-07-27,0
287,YERBA MATE ANDRESITO 1/2 ,7798039850026,10,22,36.36,30,3,2016-07-28,0
288,AZUCAR SUGRE ,7798080360017,10,10,30,13,2,2016-07-28,0
289,ARROZ AMANDA ,7792710001523,10,15.5,32.26,20.5,7,2016-07-28,0
290,JUGO INCA NARANJA MANGO,7798061000260,10,2.4,45.83,3.5,15,2016-01-08,0
291,FERNET VITTONE 45CL,7790290000233,10,28,35.71,38,2,2016-01-08,0
292,FIDEO SPAGHETTI ,7790070317698,10,7.5,33.33,10,0,2016-02-08,0
293,PURE DE TOMATE MORA,7798106150011,10,10,30,13,5,2016-02-08,0
294,LAVAVAJILLA ALA PLUS,7791290012417,10,16.5,33.33,22,2,2016-02-08,0
295,ROLLO DE COCINA SUAPEL,7798130880335,10,17,35.29,23,1,2016-02-08,0
296,JABON TOCADOR LIMOL,7790990586976,10,16,31.25,21,2,2016-02-08,0
297,JABON TOCADOR LIMOL,7790990586990,10,16,31.25,21,2,2016-02-08,0
298,CREMA DENTAL KOLYNOS,7793100120275,10,18,33.33,24,9,2016-02-08,0
299,GALLETITAS MEDIATARDE ,7790270336307,10,13.5,37.04,18.5,4,2016-02-08,0
300,GALLETITA MANA COCO,7790040720503,10,9,38.89,12.5,0,2016-02-08,0
301,GALLETITA MANA LIMON,7790040720305,10,9,38.89,12.5,0,2016-02-08,0
302,LAVANDINA SEDILEE,7793699045959,10,11,36.36,15,4,2016-02-08,0
303,SECCO NARANJA 3LTS ,7792758013038,10,18.33,36.39,25,1,2016-04-08,0
304,SUAVIZANTE SUAVE,7790990012307,10,16,37.5,22,1,2016-05-08,0
305,SUAVIZANTE VIVERE CLASICO,7791290008090,10,24.5,34.69,33,3,2016-05-08,0
306,PAPEL HIGIENICO COMBOY,7792409000332,10,11.5,30.43,15,0,2016-05-08,0
307,TOALLITA CALIPSO PLUS ,7790770003136,10,9,44.44,13,1,2016-05-08,0
308,CHOCLO CARACAS,7790645001618,10,14,35.71,19,0,2016-05-08,0
309,VINAGRE SAN BERNARDINO,7790939000938,10,12.5,32,16.5,5,2016-05-08,0
310,MANAOS NARANJA DURAZNO,7798113300751,10,16.66,35.05,22.5,3,2016-08-08,0
311,MANAOS POMELO 2.25LTS ,7798113301024,10,16.66,35.05,22.5,1,2016-08-08,0
312,ALFAJOR SUPER TINCHO,7798073620678,10,3.25,38.46,4.5,0,2016-08-08,0
313,POLVORITA ROSA GR,7790040287204,10,7.5,33.33,10,0,2016-08-08,0
314,PAPAS FRITAS JULICROC ,7793706000254,10,12.5,32,16.5,0,2016-08-08,0
315,GALLETITA CHIPEADAS,7798073621040,10,14,32.14,18.5,5,2016-08-08,0
316,OBLEA OBLITA NOIR,7793123013950,10,7,35.71,9.5,0,2016-08-08,0
317,JUGO TANG ANANA ,7622300868604,10,3.9,41.03,5.5,9,2016-08-08,0
318,JUGO TANG NARANJA,7622300868482,10,4,37.5,5.5,5,2016-08-08,0
319,SPRITE 2.25L ,7790895001000,10,35.83,31.17,47,6,2016-08-08,0
320,SALSA PIZZA ARCOR,7790580956707,10,14.5,31.03,19,0,2016-12-08,0
321,QUESO RALLADO ILOLAY,7790787251780,10,10.5,42.86,15,3,2016-12-08,0
322,ARROZ DOS HERMANOS ,7790503198450,10,11.8,31.36,15.5,1,2016-12-08,0
323,FIDEO FAVORITA MOSTACHOL ,7790070320315,10,7.5,33.33,10,9,2016-12-08,0
324,DULCE DE LECHE G. ORO ,7791058000830,10,13.5,33.33,18,2,2016-12-08,0
325,VINO TINTO MICHEL TORINO ROJA,7791093000017,10,20.83,32.02,27.5,2,2016-12-08,0
326,MAIZ PIZINGALLO ,7795552000341,10,10,30,13,2,2016-08-15,0
327,MANAOS GUARANA 2.25L,7798113301345,10,16.66,35.05,22.5,2,2016-08-15,0
328,MAQUINA DE AFEITAR ,0703307175654,10,15,30,19.5,1,2016-08-15,0
329,VINO TINTO CARLON,7798107410770,10,37,31.08,48.5,8,2016-08-22,0
330,CHOCOLATE MISKY BLANCO,7790580612917,10,4.76,36.55,6.5,15,2016-08-22,0
331,GALLETITAS VAINILLAS,7790628102684,10,5.5,36.36,7.5,3,2016-08-22,0
332,OBLEA OBLITA ,7793123160296,10,7,35.71,9.5,0,2016-08-22,0
333,PA헤LES HUGGIES ,7794626006463,10,32,31.25,42,2,2016-08-22,0
334,GALLETITA CHIPS GAONA ,7798126071150,10,15.4,33.12,20.5,0,2016-08-22,0
335,DETERGENTE ZORRO LIMON,7790990494219,10,15.4,33.12,20.5,0,2016-08-22,0
336,DETERGENTE ZORRO NARANJA ,7790990494226,10,15.4,33.12,20.5,0,2016-08-22,0
337,SALZA PIZZA VANOLI ,7790127001099,10,14.4,31.94,19,0,2016-08-22,0
338,ESCOBILLON SUPER,7798071005637,10,33,30.3,43,3,2016-08-22,0
339,ESPONJA ACERO HELP ,7792573999999,10,3.3,36.36,4.5,9,2016-08-22,0
340,PILAS AA x2,7506309875330,10,9,33.33,12,1,2016-08-22,0
341,HARINA 0000 FLORENCIA ,7797237000080,10,12,33.33,16,0,2016-08-22,0
342,PAPEL HIGIENICO SUAPELX4,7791818002128,10,12.5,32,16.5,2,2016-08-22,0
343,PAPEL HIGIENICO SUAPEL,7798130888928,10,5,40,7,8,2016-08-22,0
344,JABON TOCADOR PLUSBELLE,7790990586693,10,10,30,13,0,2016-08-22,0
345,JABON TOCADOR PLUSBELLE,7790990586716,10,10,30,13,1,2016-08-22,0
346,JABON BLANCO SIGNO ,7791111050208,10,6.5,38.46,9,0,2016-08-22,0
347,CEPILLO DENTAL COLGATE,6910021007206,10,9,33.33,12,3,2016-08-22,0
348,MAYONESA CADADIA X250 ,7791866000558,10,11,31.82,14.5,0,2016-08-22,0
349,GALLETITAS RECETA DE LA ABUELA ,7790040455405,10,9,33.33,12,0,2016-08-22,0
350,CABALLA BON MAR ,7798023697316,10,31,32.26,41,0,2016-08-22,0
351,MANAOS NARANJA 3LTS,7798113301260,10,20.83,44.02,30,6,2016-08-22,0
352,SHAMPOO LIFE CERAMIDAS,7791199002663,10,22,31.82,29,1,2016-08-22,0
353,SHAMPOO LIFE MANZANA,7791199002670,10,22,31.82,29,1,2016-08-22,0
354,SHAMPOO LIFE ALGAS ,7791199002656,10,22,31.82,29,1,2016-08-22,0
355,ACONDICIONADOR LIFE ALGAS,7791199002687,10,22,31.82,29,1,2016-08-22,0
356,ACONDICIONADOR MANZANA LIFE ,7791199002700,10,22,31.82,29,0,2016-08-22,0
357,ACONDICIONADOR CERAMIDAS LIFE,7791199002694,10,22,31.82,29,1,2016-08-22,0
358,GALLETITAS PEPAS 500GR,7791787000040,10,17,32.35,22.5,0,2016-08-22,0
359,GALLETITA MINI TRIANGULITOS ,7795304024243,10,24,33.33,32,2,2016-08-22,0
360,MENTITAS CAJA FRUTAL,7798094340555,10,3.08,62.34,5,1,2016-08-22,0
361,GALLETITA PEPA CHOC,7791787100382,10,18,30.56,23.5,2,2016-08-22,0
362,CHOCOLATE DAQUI ,7790380040279,10,10.5,42.86,15,1,2016-08-22,0
363,CHOCOLATE MISKY NEGRO ,7790580612719,10,4.76,36.55,6.5,16,2016-08-22,0
364,PASTILLAS BULL DOG ,7798162584300,10,4.41,36.05,6,7,2016-08-22,0
365,BOMBON OBLIBON NEGRO,77925787 ,10,2.3,30.43,3,29,2016-08-22,0
366,OBLEA OBLITA MIXFRUTAL,7793123160753,10,7,35.71,9.5,0,2016-08-22,0
367,GALLETITA VOCACION ACARAMELADA ,7790040177901,10,9,33.33,12,1,2016-08-22,0
368,AWAFRUT 2.25L,7795930000482,10,23.16,31.69,30.5,0,2016-08-22,0
369,LECHE BAGGIO ,7790036001326,10,16.87,30.41,22,8,2016-08-22,0
370,PAPEL HIGIENICO COMBOY 80M,7792409000271,10,6.8,32.35,9,11,2016-08-22,0
371,VINO BLANCO DEMETRIUS MALBEC,7798114091986,10,37.5,33.33,50,5,2016-08-22,0
372,JUGO TUTTI MULTI,7798290580120,10,15.7,30.57,20.5,0,2016-08-22,0
373,JUGO TUTTI MANZANA ,7798290580090,10,15.7,30.57,20.5,1,2016-08-22,0
374,JUGO TUTTI DURAZNO ,7798290580151,10,15.7,30.57,20.5,0,2016-08-22,0
375,JUGO TUTTI PERA ,7798290580182,10,15.7,30.57,20.5,0,2016-08-22,0
376,LAVAVAJILLA GIGANTE,7790828000353,10,14.5,31.03,19,1,2016-08-22,0
377,SECCO GUARANA 2.25LTS ,7792758000694,10,16.16,42.33,23,1,2016-08-22,0
378,FIDEO SPAGHETTI FAVORITA ,7790070320285,10,7.5,33.33,10,1,2016-08-22,0
379,ARVEJAS S&P LATA,7798023695053,10,8,31.25,10.5,8,2016-08-22,0
380,LENTEJA SUSTENTO,7798033320341,10,15.5,32.26,20.5,5,2016-08-22,0
381,SARDINA EN LATA S&P,7798164910671,10,15,30,19.5,1,2016-08-22,0
382,MAGISTRAL ALOE,7506339398946,10,22,36.36,30,1,2016-08-22,0
383,PROCENEX PINO,7791130683685,10,14.5,31.03,19,1,2016-08-22,0
384,PROCENEX PRIMAVERA ,7791130684330,10,14.5,31.03,19,1,2016-08-22,0
385,HARINA BLANCAFLOR LEUDANTE,7790070507228,10,14.5,31.03,19,3,2016-08-22,0
386,PAN DULCE VALENTINO,7798126070986,10,22.5,33.33,30,4,2016-08-22,0
387,JUGO INCA MULTIFRUTA,7798061000277,10,2.4,45.83,3.5,13,2016-08-22,0
388,JUGO TANG NARANJA MANGO,7622300868635,10,4,37.5,5.5,10,2016-08-22,0
389,GALLETITA ESTRELLA ,7791386000304,10,8,31.25,10.5,6,2016-08-22,0
390,OBLEA OBLITA NOIR CH,7793123013455,10,4.5,33.33,6,1,2016-08-22,0
391,GALLETITA FAUNA GRANDE,7790628000034,10,17,32.35,22.5,3,2016-08-22,0
392,JABON BLANCO ASTRO ,7798132470039,10,4.5,55.56,7,4,2016-08-22,0
393,DESODORANTE STONE DANGER ,7798045210142,10,34,30.88,44.5,1,2016-08-22,0
394,DESODORANTE STONE EVOLUTION ,7798045215420,10,34,30.88,44.5,0,2016-08-22,0
395,DESODORANTE STONE EXPLORER,7798045210166,10,34,30.88,44.5,1,2016-08-22,0
396,DESODORANTE PLUS SEDOSA,7790740500573,10,32,31.25,42,1,2016-08-22,0
397,DESODORANTE PLUS BE FREE ,7790740503086,10,32,31.25,42,1,2016-08-22,0
398,DESODORANTE PLUS SO PASSION ,7790740503079,10,32,31.25,42,1,2016-08-22,0
399,JUGO TANG NARANJA BANANA ,7622300868789,10,4,37.5,5.5,3,2016-08-22,0
400,YERBA CAMPECHE 1KG ,7790411000234,10,43,30.23,56,2,2016-08-22,0
401,DURAZNOS S&P ,7798023690553,10,22,31.82,29,5,2016-08-22,0
402,PURE DE TOMATE SAN REMO,7798022220614,10,10,30,13,3,2016-08-22,0
403,PROCENEX TROPICAL,7791130683692,10,14.5,31.03,19,2,2016-08-22,0
404,TOALLITAS LINA,7793620003379,10,12.5,32,16.5,4,2016-08-22,0
405,LAVANDINA QUERUBIN BOSQUE,7791905003687,10,13.5,33.33,18,5,2016-08-22,0
406,PEPEL HIGIENICO MY HOGAR ,7798022221505,10,13.5,33.33,18,5,2016-08-22,0
407,MAQUINA AFEITAR BIC ROSA ,0703307134064,10,9.5,36.84,13,10,2016-08-22,0
408,REXONA ACQUA ,7791293024097,10,10,30,13,3,2016-08-22,0
409,REXONA MENTA ,7791293024080,10,10,30,13,0,2016-08-22,0
410,REXONA NATURAL,7791293024103,10,10,30,13,1,2016-08-22,0
411,REXONA NUTRITIVA,7791293024110,10,10,30,13,1,2016-08-22,0
412,VIRULANA ECONOMICA ,7791415001289,10,7.5,33.33,10,5,2016-08-22,0
413,ADES MANZANA 1LT,7794000792517,10,20,30,26,5,2016-08-22,0
414,SIERRA DE LOS PADRES NARANJA,7798065730323,10,19.16,33,25.5,2,2016-08-22,0
415,GALLETITA TOCA헤TO X400,7791386000267,10,16,31.25,21,3,2016-08-22,0
416,GALLETITA OBVIO CHIPS ,7798036401740,10,7,42.86,10,3,2016-08-22,0
417,GALLETITA SALVADO MAURI,7790628000195,10,12,33.33,16,3,2016-08-22,0
418,BISCOCHUELO VAINILLA,7791113004599,10,15,33.33,20,3,2016-08-22,0
419,BISCOCHUELO COCO,7791113001444,10,15,33.33,20,3,2016-08-22,0
420,POSTRE D. LECHE ,7790580128203,10,11,36.36,15,3,2016-08-22,0
421,POSTRE VAINILLA ,7790580120108,10,11,36.36,15,3,2016-08-22,0
422,GELATINA CEREZA ,7793360112379,10,10,30,13,2,2016-08-22,0
423,GELATINA FRUTILLA,7793360112362,10,10,30,13,2,2016-08-22,0
424,JUGO INCA ANANA ,7798061000161,10,2.4,45.83,3.5,14,2016-08-22,0
425,JUGO INCA CITRUS,7798061000291,10,2.4,45.83,3.5,11,2016-08-22,0
426,JUGO INCA NARANJA DURAZNO,7798061000192,10,2.4,45.83,3.5,15,2016-08-22,0
427,SIERRA DE LOS PADRES NARANJA 2,25 ,7798065731009,10,24.16,32.45,32,5,2016-08-22,0
428,SIERRA DE LOS PADRES POMELO 2,25,7798065730989,10,24.14,32.56,32,6,2016-08-22,0
429,SECCO COLA 500ML,7792758280515,10,9.33,39.34,13,6,2016-08-22,0
430,MANAOS LIMA LIMON 500ML,7798113300218,10,9.16,41.92,13,6,2016-08-22,0
431,MANAOS POMELO B 3LTRS ,7798113301277,10,20.83,44.02,30,6,2016-08-22,0
432,MANAOS CITRUS 2.25LTS ,7798113300744,10,19.66,32.25,26,6,2016-08-22,0
433,BROCHES PINCILISTO ,7793462000031,10,11,36.36,15,3,2016-08-22,0
434,ESPONJA SALVA U헤S ,7791151000607,10,5.3,50.94,8,5,2016-08-22,0
435,TURRON FANTASIA ,7798094221731,10,7.6,31.58,10,5,2016-08-22,0
